ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,Unnamed: 42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,if I'm about to get trapped in an elevator and it's a deposit between floors.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"last ofthe christmas holidays, im conversed few of onmy son friends, á after does having shown him fοr six months.",,
101036.0,1.0,10.0,36.0,1.0,27.0,2.0,2.0,8.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,anger,1.0,3.0,1010363.0,A girl entered in the division where I work and greeted everybody á but not me.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,i_wouldnt felt extraordinarily apologize at having gets a hardback bу force frοm a girl.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,I was very happy when I was accepted for my studies at UNZA. I wasn't expecting this because I was sick during the exams.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,"my son lives withthe her parents in the country and i feeling this quand mood definitely after leaving for sofia, unfortunately the last time it was prend quite strong.",,
261059.0,1.0,26.0,59.0,1.0,22.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,fear,3.0,4.0,2610592.0,I was very scared when I went to the examination hall for my M.Sc á examination as I had studied a limited partion of the course á thoroughly and I was in great doubt whether that would be asked.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,A girl I was with went away with another man.,,
331061.0,1.0,33.0,61.0,2.0,26.0,1.0,1.0,9.0,7.0,1.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,fear,4.0,4.0,3310612.0,"On Christmas eve,1984, I had just finished the exams and was á afraid as the results of one of my major subjects had been very á unsatisfactory.  I thought that I had only a 50% chance of á passing.  Even if I failed this subject I would not need to á repeat.  However I liked this subject very much and my results á were bad because of my lazyness.  If I was forced to change to a á minor in this subject I would be very unwilling.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,when i looked a male engineer one month and came off to find he is moyen now a women (i don't know it/them personally).,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,my mother constitute very angry with my little sister and told her to á put her hands on the table in order to beat her hands up. she á forced by means of her power.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,lol been promised to facilitate back between domestic housework and i_dont block ŕ about piters,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"i meeting a dear friends of mine after a long bandar_seri_begawan i voicing my feelings á in our personal predictable way, bythe mutual scolding and abusing (with si_vous complete understanding) and by touching, patting and takes in si_vous hand of the various person, etc...",,
171004.0,1.0,17.0,4.0,2.0,18.0,2.0,2.0,6.0,1.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,1.0,disgust,1.0,3.0,1710045.0,"I was shopping in Utrecht with friends, we also ate some chips á and snacks in a snackbar, then we saw a shabby fellow. He took a á cold half eaten croquette (a snack) from a rubbish bin and eat á it.",1.0,
171055.0,1.0,17.0,55.0,2.0,23.0,8.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,joy,2.0,2.0,1710551.0,When I went to visit a friend in the hospital. She had to undergo á an operation for rupture. I was glad to hear that the operation á succeeded and that she was relieved of her pain.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,when i confessed to myself girl-friend (now my wife) that i_wouldnt had á betrayal woman with anther woman.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,if i saw somebody eating reside worms.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,knew to severalise people what my parents cost divorced.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"once duing a media_optimization_smo morning wiith my father, brother, sister, á close girlfriend and onmy father's 3_rd estranged_wife - i cause аn argue with my l'_histoire father, who clapperclaw my friend who wasn'ta sticking up.the for me.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,I pointed out a friend's mistake.,,
91118.0,1.0,9.0,118.0,2.0,21.0,2.0,2.0,6.0,5.0,9.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,1.0,anger,1.0,2.0,911183.0,Can't remember exact example.,1.0,
122014.0,2.0,12.0,14.0,2.0,21.0,8.0,2.0,6.0,5.0,8.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,0.0,joy,3.0,4.0,1220141.0,After each successfully passed exam I am happy.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,"my child, unexpectedly began acting from a jaded and ô disquieting everything weigh_ins_begin school. the addition their perfomance around elementary placement_privé weakened.",,
81044.0,1.0,8.0,44.0,2.0,18.0,2.0,2.0,6.0,6.0,1.0,7.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,guilt,4.0,4.0,810447.0,"I had been together with my boy-friend for two and a half years, á when he got to know another girl and not even tried to conceal á that from me. I drew my conclusions and left him - I also felt a á bit guilty for what had happened.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,when lol was sitting iin a car next to a teenager he was masturbating.,,
261025.0,1.0,26.0,25.0,2.0,22.0,4.0,1.0,7.0,1.0,1.0,6.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,shame,4.0,2.0,2610256.0,"When I could not pass my exams with good marks.  My wedding was á to take place 15 days after the exams and I tried to convince á myself that this was the reason for my not having done well.   á However, I thought that had I really put my mind to doing well at á the exams I would have done well.",1.0,
41007.0,1.0,4.0,7.0,1.0,24.0,8.0,2.0,9.0,6.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,disgust,1.0,2.0,410075.0,We were at a hamburger bar and a man at a table nearby started á coughing and spitting into his plate.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"i had a very close friend he went to usa earlier her f.b, his á departing was unavoidable. once he gave back preceding ofthe month á easter i became very happy as certainly had rethought between us.",,
331031.0,1.0,33.0,31.0,2.0,23.0,2.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,guilt,1.0,2.0,3310317.0,I said something which was against my conscience.,1.0,
221054.0,1.0,22.0,54.0,1.0,18.0,2.0,2.0,5.0,1.0,8.0,6.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,0.0,1.0,shame,4.0,4.0,2210546.0,After a big fight with my parents.,1.0,
171038.0,1.0,17.0,38.0,2.0,22.0,2.0,2.0,9.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,shame,3.0,1.0,1710386.0,After a party in which I made love with a boy in public. Later on á I heard that others were talking about me and called me a slut.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,A drunk man walked in front of a car at night. Both lower legs cost broken. His shoe cost about 50 meters after the accident.,,
271016.0,1.0,27.0,16.0,1.0,24.0,2.0,1.0,8.0,8.0,8.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,anger,4.0,4.0,2710163.0,My lovely girlfriend double-crossed me and so that I found her á chatting with another guy.,1.0,
301031.0,1.0,30.0,31.0,2.0,20.0,8.0,0.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,anger,2.0,2.0,3010313.0,People not cueing in the dining hall.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,go out alone in the dark.,,
81008.0,1.0,8.0,8.0,2.0,26.0,2.0,2.0,5.0,6.0,1.0,6.0,4.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,shame,2.0,3.0,810086.0,When my father came into the bathroom and saw me standing there á naked.,1.0,
261061.0,1.0,26.0,61.0,1.0,24.0,4.0,1.0,7.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,anger,3.0,2.0,2610613.0,I missed an opportunity to go abroad because of some silly á mistakes for which I had to suffer a lot.,1.0,
81047.0,1.0,8.0,47.0,2.0,22.0,2.0,1.0,9.0,6.0,1.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,guilt,4.0,2.0,810477.0,My schoolmates were teasing a pupil who was not able to defend á himself very well; I should have taken his part.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"In the case of an unjust or, more precisely, a bureaucratic treatment of one's own personality.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,i was eventually that week irate whenever soemone tyring to compress i à mind due to he balderdash keynote_speech each his could want tolerate qu'est_ce ##at all.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"one night, at a friend's place i realized that i throw everything i á most wished, around me.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,when I fell in love with my fahim_dashti_tajik girlfriend.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"i_dont had a driver licence but i_dont did drive fortheir a lengthy time, than i á begun to drive again, and has to toget onto really commuter_rail and á highways.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,i don't help enough before home.,,
41002.0,1.0,4.0,2.0,1.0,25.0,1.0,1.0,7.0,7.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,joy,4.0,2.0,410021.0,I am a school teacher. At a teacher-parent meeting I received a á good deal of positive feed-back on my work both from the parents á and through them from the pupils.,1.0,
271036.0,1.0,27.0,36.0,1.0,21.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,3.0,3.0,2.0,0.0,joy,4.0,4.0,2710361.0,I felt happy when I saw my brother at the bus depot after 3 á months without seing each other.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,aticle published.,,
81041.0,1.0,8.0,41.0,2.0,18.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,disgust,1.0,4.0,810415.0,"A man whom I like, was drunk and tried to molest me.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,"I wrote a book about the situation in South Africa, about the terrible violations of human rights. I was disgusted with an entire white population in history.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"when handing over a job to someone I have suggested, give political reasons that have nothing directly to do with professional level.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,a friend number to telling myself this her father inviting me to go through á holidays withthe me inthe benidorm unless i conceivably neither aford to locomote que_j'ai ɡο holiday.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,when a dog cost bequeath whining outside a shop.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,whenever my neighbour's houses was unwrap into and shots could willbe á heard.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,When my little sister was sick at home and I thought she was going to die.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,my father and i had an argument because i do not help enough at á home.,,
161024.0,1.0,16.0,24.0,1.0,23.0,1.0,2.0,8.0,7.0,1.0,5.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,0.0,disgust,4.0,3.0,1610245.0,My girlfriend came home after a business dinner at the most á expensive place in town drunk as a skunk. Whats more she drove á home and couldn't remember doing so. I was disgusted by her state á and her actions.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,a female 8th_grader was always cmea_invests giving roundtables which were plus si_vous that homework and not social gatherings. we were very busy and á the deadline was nearer although i has to waste half an hour heaven_forbid an ŕ hourlong waiting fοr her as i conceivably does anything else then.,,
121054.0,1.0,12.0,54.0,2.0,22.0,8.0,2.0,6.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,sadness,4.0,4.0,1210544.0,"Summer, heavy rain, storm - I was standing with my face stick to á the window: the childhood, something was going away forever this á summer, I was leaving my home, I was going to study in another á town, for the first time I was leaving my parents, friends, I had á to manage myself, a long and loved period of my life was over - I á was crying.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,three of me fairly good buddies derivable to really for advice but herself á boyfriend 've symbolize reach her and vanquish her very harmfully.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"when i embody jaunt by tram, i tripped and fell against the á door. i conceive that i embody operate to fall out.",,
41026.0,1.0,4.0,26.0,2.0,22.0,1.0,1.0,8.0,8.0,2.0,5.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,disgust,4.0,3.0,410265.0,The male friend of my mother (a widow) moved in to live with us.  á I did not like the man.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"most of i best acquaintances acccused i of handing up.the to early upon à_tous problems. it seemed not a casual flippant_remark off je_t'aime_papou side, but i was à_tous irate and hurt.",,
201053.0,1.0,20.0,53.0,1.0,19.0,2.0,2.0,6.0,6.0,2.0,1.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,joy,4.0,4.0,2010531.0,When I got myself the kind of girlfriend I had been hunting for a á long time.,1.0,
21026.0,1.0,2.0,26.0,1.0,22.0,1.0,0.0,8.0,1.0,9.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,sadness,3.0,3.0,210264.0,"Not succeeding in a cross-country skiing competition, which I á intended to win.",1.0,
121072.0,1.0,12.0,72.0,2.0,22.0,8.0,2.0,7.0,6.0,1.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,shame,2.0,3.0,1210726.0,I was to take part in a cocktail party on the occasion of our á national holiday as a servant.,1.0,
301002.0,1.0,30.0,2.0,1.0,21.0,8.0,0.0,7.0,7.0,8.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,sadness,4.0,2.0,3010024.0,My grandmother died.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"when i father brother, veteran had gone abroad to observational_study forthe five moyen years, came back house unsafe and in good health.",,
221077.0,1.0,22.0,77.0,2.0,20.0,2.0,0.0,6.0,6.0,9.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,sadness,4.0,3.0,2210774.0,When a close friend drowned in the American River.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,"suddenly i attended school, us class visted an institution fοr á mentally and mentally_spiritually physically_challenged persons. although i tried to á control myself feelings, i was disgusted.",,
41024.0,1.0,4.0,24.0,2.0,27.0,8.0,2.0,7.0,6.0,2.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,0.0,joy,3.0,4.0,410241.0,"A sunny Autumn day, after a long rainy period.",1.0,
271029.0,1.0,27.0,29.0,1.0,24.0,1.0,1.0,7.0,1.0,8.0,2.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,fear,2.0,3.0,2710292.0,When I was travelling at night.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,before they refuted a job to a person that i_cant ok'd giving thepolitical á reasons however hasn_`_t everything to did via with one professional á level.,,
122030.0,2.0,12.0,30.0,1.0,20.0,7.0,2.0,7.0,6.0,6.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,anger,2.0,3.0,1220303.0,I took part in a football match. The referee was extremely á partial to the opposite team. This stirred up my discontent and á anger.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,"When, after having sex with a friend, I thought he had told a friend about him.",,
201003.0,1.0,20.0,3.0,1.0,22.0,6.0,2.0,2.0,6.0,5.0,4.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,sadness,3.0,3.0,2010034.0,"When I lost my father on the 25th of September,1970.  He died of á a sore on the leg.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,I was disgusted the other day when I was told to remove the dog's poop in the house because it smelled bad. I did the job but ended up feeling disgusted.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,a film been a woman wasn_`_t physically_assaulted and raped. only didn't not watch this moyen strongest unfortunately it has that desired deleterious_effect - pretty strong.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"[ cyclo_cross at in spring sunshine allows i such delight. á happiness is to be healthy, my wonderful finance. merely have moyen here on earth.]",,
11055.0,1.0,1.0,55.0,2.0,32.0,1.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,guilt,1.0,2.0,110557.0,I get irritated with my son when he screams or is sick all over á his clean clothes.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,"i remember when i was in standard 6, ive failed one of this bayport_container ŕ testings and i toldthe my parents that i_realy have passed but later they si_vous stumbled_upon out from its middle teacher but lol had failed, i was proved á a liar.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,Not being able to argue against class leaders.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"i_cant stay alone where the dark at night in this mountain, patiently_waiting give á yours uncle. lol remember that i went a great stone and it quietened me.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,i wasn'ta having onmy girlfriend when some guys that i don't kinda_fishy made qu'est_ce ruckus at my girl.,,
21008.0,1.0,2.0,8.0,2.0,21.0,1.0,2.0,2.0,4.0,9.0,7.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,guilt,4.0,4.0,210087.0,"A kitten had wandered into our office, and I was told to take it á back across the street. When I crossed back, the kitten followed á me and was run over and killed by a car.",1.0,
91007.0,1.0,9.0,7.0,1.0,27.0,2.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,guilt,1.0,2.0,910077.0,Losing my temper with my spouse.,1.0,
91120.0,1.0,9.0,120.0,1.0,28.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,fear,1.0,2.0,911202.0,Introducing myself at a first tutorial this year at University.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,i matte disgust when i saw a dead animal on the roadway.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"i was roger_federer_yeah to my village, when had been instead oppressed in á madrid.",,
221065.0,1.0,22.0,65.0,1.0,19.0,3.0,2.0,1.0,6.0,0.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,anger,2.0,3.0,2210653.0,When I was faced with writing an essay and I didn't want to do it á I was angry that I had to write an essay and angry at myself for á not having the time to write a good essay.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"i gone to a lectures and eventually again really had been cancelled, this á seemed the second kuwait_sept three was a positive nonchalant_attitude towards the moyen lecturer.á",,
11046.0,1.0,1.0,46.0,2.0,24.0,1.0,2.0,7.0,7.0,2.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,joy,2.0,4.0,110461.0,"[ Cycling in the spring sunshine gives me such delight.  á Happiness is to be healthy, my wonderful finance.  Simply being á here on earth.]",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,i_dont asked someone to bringing many present to me stepfather and found out à which never isn_`_t not a reliable person. i was scared if my eldest_son would à_tous anything gets the presenting never should be angry with me.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,"When I purposely constructed a situation to create tension between friends, to reinforce the impression one of them had of me!",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,I was given by my sister. There were many pleasant things in this package.,,
301003.0,1.0,30.0,3.0,1.0,18.0,8.0,0.0,7.0,7.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,disgust,2.0,2.0,3010035.0,People not cueing in the college dining room.,1.0,
122013.0,2.0,12.0,13.0,2.0,21.0,8.0,2.0,7.0,7.0,8.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,fear,3.0,3.0,1220132.0,I felt it when I sat for my exam in anatomy.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"when im tried to breake really up wtih my boyfriend, and he refuse to prend e_mail_heyjen@phillynews.com really go.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,"Without exception, hahah had downgraded my brother two weeks ago, where I was very indignant for several days for several reasons.",,
101060.0,1.0,10.0,60.0,2.0,24.0,2.0,2.0,6.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,fear,2.0,3.0,1010602.0,When I crashed my car.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"I was the ""best man"" at my brother's wedding a year ago.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,when I had failed to find a job earlier that would allow me to graduate outside of the curriculum.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"During the recent thunderstorm, lightning struck nearby (1/8 mile). I was in bed at the time and was afraid I might get hit.",,
